DATE,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO OF TRADES
2023-04-10,0.48653692348707,0.47105894905308077,0.5163636363636361,0.4871593291404608,0.4775767112509839,0.4800838574423474,0.49100909667865444,1.0,1.0,0.23640902904670957,0.2680406578205299,0.14114158691742973
2023-04-06,0.45854438816315657,0.48866364363830384,0.5020779220779219,0.46278825995807127,0.4880671387359037,0.4871593291404608,0.49830759466892305,1.0,1.0,0.37139947617906716,0.42579363620911703,0.3185823081649565
2023-04-05,0.47454012263396406,0.4561216324353161,0.48857142857142843,0.4824423480083855,0.4660372410175717,0.46278825995807127,0.46609900571186813,1.0,1.0,0.17124544300029892,0.19008794430906775,0.20861949420224773
2023-04-03,0.46254332178085855,0.46092291277674047,0.5044155844155847,0.466719077568134,0.4770521898767375,0.4824423480083855,0.48392214935477096,1.0,1.0,0.18226844777081536,0.20457139003610877,0.14021710332231596
2023-03-31,0.44068248467075444,0.44171779141104306,0.49012987012986997,0.42872117400419274,0.46341463414634143,0.466719077568134,0.4634017347154642,1.0,1.0,0.2367710401127911,0.2650107128263117,0.2771008044134697
2023-03-29,0.37856571580911735,0.4049079754601226,0.42233766233766223,0.38469601677148857,0.4319433516915816,0.42872117400419274,0.411307383118257,1.0,1.0,0.3554217438450105,0.3920705060596582,0.28870758320822115
2023-03-28,0.3916288989602772,0.3715657508668979,0.40961038961038954,0.39544025157232676,0.38998164175190153,0.38469601677148857,0.3888301248148931,1.0,1.0,0.21038529902379177,0.2262310026202489,0.25662687503875503
2023-03-27,0.3679018928285789,0.3843691651106962,0.3976623376623376,0.37028301886792425,0.38998164175190153,0.39544025157232676,0.3958112968055847,1.0,1.0,0.20762358708988693,0.2239370647721892,0.3035688449028447
2023-03-24,0.40789122900559827,0.3886369698586294,0.4075324675324672,0.4090670859538781,0.37162339365329133,0.37028301886792425,0.40088851279881554,1.0,1.0,0.18583856791250147,0.20007905491909087,0.2475643051622638
2023-03-23,0.4340175953079175,0.42091224326487087,0.44935064935064917,0.4551886792452824,0.40571728297928145,0.4090670859538781,0.43775121641633197,1.0,1.0,0.31892958325078835,0.35519176806363906,0.3719017116099732
2023-03-22,0.448946947480672,0.45292077887436655,0.49402597402597426,0.45676100628930794,0.45580907421977424,0.4551886792452824,0.4717050983710598,1.0,1.0,0.1373651614044844,0.15164191734281204,0.17428582702761614
2023-03-21,0.4478805651826181,0.43398239530541494,0.4750649350649354,0.44287211740041954,0.4568581169682666,0.45676100628930794,0.4542521683943308,1.0,1.0,0.4469362942137335,0.5042063865224721,0.43651033749288315
2023-03-20,0.4724073580378567,0.45078687650040017,0.46753246753246724,0.49842767295597445,0.4476789929189615,0.44287211740041954,0.4471123334038505,1.0,1.0,0.18338376484335045,0.2020742267182349,0.3542782733201927
2023-03-17,0.48333777659290833,0.47746065617498035,0.49402597402597426,0.4706498951781968,0.5053763440860215,0.49842767295597445,0.48714829701713525,1.0,1.0,0.2615676198533093,0.29667502576810045,0.2296646492129676
2023-03-16,0.4286856838176485,0.46545745532141947,0.4638961038961038,0.4342243186582806,0.47731445056386024,0.4706498951781968,0.4579014173894649,1.0,1.0,0.28327284480518716,0.31757369350985065,0.4279043723188567
2023-03-15,0.4894694748067181,0.4795945585489463,0.4703896103896099,0.4753668763102721,0.43613952268554934,0.4342243186582806,0.4761476623651366,1.0,1.0,0.1315220927857651,0.1452808471060625,0.35533428913412346
2023-03-14,0.4780058651026393,0.48386236329687904,0.49350649350649345,0.49947589098532497,0.47915027537372135,0.4753668763102721,0.47826316902898247,1.0,1.0,0.19162284352206826,0.2147846925929869,0.3745549043666818
2023-03-13,0.5811783524393497,0.5924246465724194,0.5374025974025978,0.5904088050314464,0.4998688696564386,0.49947589098532497,0.545218954939708,1.0,1.0,0.18508905668029024,0.21417594734133596,0.27894601354030246
2023-03-10,0.6137030125299923,0.6020272072552686,0.6233766233766231,0.6509433962264146,0.5927091528979807,0.5904088050314464,0.6027078485297226,1.0,0.9646401985111663,0.135681477254669,0.16057766726625627,0.3014154745776407
2023-03-09,0.6758197813916289,0.6596425713523608,0.6909090909090909,0.6818658280922429,0.6506687647521638,0.6509433962264146,0.672678231436429,1.0,0.9646401985111663,0.09186053327875791,0.11228879543000561,0.12377557597019105
2023-03-08,0.65049320181285,0.6583088823686318,0.6828571428571428,0.6656184486373165,0.6784683975872019,0.6818658280922429,0.6705627247725832,1.0,0.9646401985111663,0.15500549003332004,0.19004200814471148,0.18829776639502133
2023-03-06,0.6766195681151692,0.6711122966124301,0.6961038961038959,0.6629979035639413,0.6669289273537897,0.6656184486373165,0.6824624497567169,1.0,0.9646401985111663,0.21608038877479446,0.26675922154762866,0.25685235884244134
2023-03-03,0.5545187949880033,0.6519071752467323,0.6064935064935066,0.5191299790356392,0.6627327563598215,0.6629979035639413,0.6524222551301033,1.0,0.9646401985111663,0.4152500679117304,0.507440925177674,0.4471306246465072
2023-03-02,0.5222607304718743,0.5217391304347827,0.5584415584415585,0.5345911949685536,0.5237345921846317,0.5191299790356392,0.5342183202877093,1.0,0.9646401985111663,0.1158332831262175,0.13153366791978904,0.16472719278301506
2023-03-01,0.4545454545454546,0.5084022405974928,0.5096103896103896,0.46174004192872076,0.5329137162339368,0.5345911949685536,0.5180346943092871,1.0,0.9646401985111663,0.17012601925426868,0.1938548192859824,0.3472957915327074
2023-02-28,0.47587310050653153,0.4606561749799951,0.4989610389610388,0.48742138364779874,0.46052976658798883,0.46174004192872076,0.47350327903532907,1.0,0.9646401985111663,0.20924879012980263,0.23457774743048984,0.14129003042152322
2023-02-27,0.4430818448413758,0.4678580954921312,0.48831168831168803,0.4525681341719072,0.48701809598741175,0.48742138364779874,0.4815422043579436,1.0,0.9646401985111663,0.1274755465354292,0.14104326983378526,0.2111749773106923
2023-02-24,0.45961077046121046,0.4555881568418245,0.48103896103896115,0.45230607966457015,0.4555468135326515,0.4525681341719072,0.4644066003807912,1.0,0.9646401985111663,0.14834223034615812,0.16363395026943764,0.20836394589140328
2023-02-23,0.42095441215675855,0.4369165110696187,0.4485714285714284,0.4279350104821802,0.4626278520849727,0.45230607966457015,0.44626613073831223,1.0,0.9646401985111663,0.20521272715990796,0.22687787049534117,0.27517667595534673
2023-02-22,0.44121567581978116,0.4257135236062948,0.4545454545454546,0.4651467505241089,0.43063204825596646,0.4279350104821802,0.4345250687539668,1.0,0.9646401985111663,0.191835108291334,0.21037566374824554,0.4073458865177597
2023-02-21,0.4750733137829912,0.4633235529474531,0.5059740259740257,0.4740566037735845,0.46761080514030917,0.4651467505241089,0.4813835413581553,1.0,0.9646401985111663,0.11317009670072452,0.12450974894145375,0.25915041460834404
2023-02-20,0.5011996800853105,0.4899973326220328,0.5046753246753246,0.5047169811320753,0.47626540781536875,0.4740566037735845,0.4894753543473662,1.0,0.9646401985111663,0.15383507075945718,0.17220498780601198,0.2703287741760916
2023-02-17,0.5358571047720608,0.5204054414510537,0.5337662337662339,0.5524109014675052,0.5035405192761604,0.5047169811320753,0.5176644806431141,1.0,0.9646401985111663,0.1819402431181899,0.2076374542462854,0.29503052486992404
2023-02-16,0.5803785657158094,0.558815684182449,0.5896103896103897,0.5636792452830188,0.5489116181484395,0.5524109014675052,0.5701819335730907,1.0,0.9646401985111663,0.15724835756019445,0.18357749493333356,0.2945927104844332
2023-02-15,0.5438549720074648,0.5470792211256335,0.5807792207792204,0.5563417190775679,0.5672698662470492,0.5636792452830188,0.5652104929130526,1.0,0.9646401985111663,0.15776061742744352,0.1837337599020021,0.2715952415401296
2023-02-14,0.5435883764329512,0.5468124833288881,0.5493506493506493,0.5387840670859538,0.5578284815106218,0.5563417190775679,0.5419928072773428,1.0,0.9646401985111663,0.2576260796847489,0.2994386316577795,0.29725341936793137
2023-02-13,0.6185017328712341,0.6124299813283542,0.5625974025974023,0.6202830188679243,0.5373721479150277,0.5387840670859538,0.5566426909244768,1.0,0.9646401985111663,0.25639274340050205,0.29993341500774107,0.347425444719827
2023-02-10,0.5785123966942147,0.6142971459055748,0.6311688311688313,0.6084905660377355,0.6202465250458955,0.6202830188679243,0.6313200761582398,1.0,0.9646401985111663,0.17557172822492262,0.21150416310450668,0.21866103959307692
2023-02-09,0.6078379098906956,0.5862896772472661,0.6119480519480516,0.6029874213836477,0.6102806189352217,0.6084905660377355,0.6023376348635501,1.0,0.9646401985111663,0.19699872171556793,0.2344393541894154,0.1590825815640684
2023-02-08,0.5971740869101572,0.599626567084556,0.6259740259740258,0.5890985324947589,0.6089693154996065,0.6029874213836477,0.6099005711867993,1.0,0.9646401985111663,0.20465411559814578,0.24451301275226237,0.3402945194282483
2023-02-07,0.5865102639296187,0.5830888236863165,0.6028571428571428,0.5801886792452828,0.5851035929714139,0.5890985324947589,0.5944044848741274,1.0,0.9646401985111663,0.21666396960451678,0.25721293928527167,0.5276095522455369
2023-02-06,0.6440949080245266,0.6225660176046945,0.5794805194805193,0.5738993710691824,0.5730396013637553,0.5801886792452828,0.5859953458853395,1.0,0.9646401985111663,0.37508520697712394,0.44607862165188916,0.3830011518464306
2023-02-03,0.5225273260463874,0.5540144038410246,0.4890909090909088,0.4895178197064989,0.5824809861001841,0.5738993710691824,0.5330547916225936,1.0,0.9646401985111663,0.49600934436299204,0.578662045636937,0.7158058509288994
2023-02-02,0.4382831245001335,0.48306214990664165,0.4025974025974026,0.4855870020964361,0.5111460792027276,0.4895178197064989,0.4626084197165219,1.0,0.9646401985111663,0.6167806164595162,0.700803486852165,0.7668234405446186
2023-02-01,0.6579578778992268,0.6556415044011739,0.3862337662337665,0.6226415094339619,0.48439548911618147,0.4855870020964361,0.5657393695790138,1.0,0.9646401985111663,0.5982703315036804,0.707960585153102,0.8175666915325195
2023-01-31,0.5705145294588108,0.6129634569218458,0.5862337662337662,0.5424528301886791,0.6414896407028587,0.6226415094339619,0.6155595515125873,1.0,0.9646401985111663,0.31570924079337953,0.3795884900209924,0.4164216096161326
2023-01-30,0.5225273260463874,0.5988263536943186,0.5205194805194808,0.5516247379454926,0.5591397849462365,0.5424528301886791,0.5422572456103238,1.0,0.9646401985111663,0.6429588232512506,0.7542329307476169,0.9917604460069638
2023-01-27,0.6931484937350039,0.6745798879701255,0.5571428571428569,0.7023060796645701,0.5630736952530815,0.5516247379454926,0.6010154431986461,1.0,0.9646401985111663,0.6319667831454426,0.75826170172526,0.8232113027514661
2023-01-25,0.8416422287390031,0.8202187249933317,0.7397402597402594,0.8367400419287212,0.7020718594282718,0.7023060796645701,0.7395811296805586,1.0,0.9646401985111663,0.3811101994989062,0.4817025919909911,0.7116550699093743
2023-01-24,0.8824313516395628,0.8668978394238467,0.8729870129870125,0.8687106918238996,0.8355625491738792,0.8367400419287212,0.8647133488470491,1.0,0.9646401985111663,0.06788241183305567,0.09321467941952719,0.15134848709762888
2023-01-23,0.8557717941882164,0.8516937850093362,0.8724675324675326,0.8254716981132075,0.8725413060582219,0.8687106918238996,0.8725936111698749,1.0,0.9646401985111663,0.05046536841375128,0.07070035001540698,0.11149422479607808
2023-01-20,0.8307118101839506,0.8242197919445191,0.861298701298701,0.8131551362683438,0.8303173354314191,0.8254716981132075,0.8435053945419928,1.0,0.9646401985111663,0.052997609136277685,0.0726218721037469,0.09575357626707805
2023-01-19,0.815782458011197,0.7983462256601763,0.8444155844155841,0.8215408805031448,0.813270390768424,0.8131551362683438,0.8204463719060717,1.0,0.9646401985111663,0.06556162147619042,0.08778036524443014,0.18069896221079357
2023-01-18,0.8419088243135162,0.8271539077087224,0.8446753246753249,0.8294025157232703,0.820089168633622,0.8215408805031448,0.8312354558916861,1.0,0.9646401985111663,0.13595359202499951,0.1798917414388315,0.23402212371920506
2023-01-17,0.8797653958944283,0.874366497732729,0.8366233766233764,0.882075471698113,0.8326776816155257,0.8294025157232703,0.8435053945419928,1.0,0.9646401985111663,0.16929083969395547,0.22442796986007937,0.21769145923722588
2023-01-16,0.8797653958944283,0.8748999733262206,0.9122077922077922,0.8668763102725365,0.8840807762916341,0.882075471698113,0.8926380368098163,1.0,0.9646401985111663,0.031036158948225825,0.04589421098760871,0.09565962468220877
2023-01-13,0.8525726472940547,0.8578287543344891,0.876103896103896,0.8396226415094334,0.8709677419354844,0.8668763102725365,0.8688914745081449,1.0,0.9646401985111663,0.07252601989192935,0.09955426593529934,0.11129504743615522
2023-01-12,0.8525726472940547,0.8311549746599094,0.8576623376623376,0.8490566037735849,0.8408077629163393,0.8396226415094334,0.8416014385445316,1.0,0.9646401985111663,0.07783012660181278,0.10492534548426424,0.24937381268684622
2023-01-11,0.8448413756331647,0.8396905841557749,0.8688311688311687,0.840932914046121,0.8515604510883819,0.8490566037735849,0.8583139411889147,1.0,0.9646401985111663,0.0645902632365581,0.08854566694283714,0.1076666372285034
2023-01-10,0.908824313516396,0.8903707655374768,0.8602597402597403,0.9067085953878409,0.8436926304746919,0.840932914046121,0.8549820181933576,1.0,0.9646401985111663,0.12009152233052232,0.1610835931821957,0.23385488989813774
2023-01-09,0.8904292188749667,0.8903707655374768,0.9096103896103895,0.8697589098532492,0.9116181484395494,0.9067085953878409,0.9077110217897189,1.0,0.9646401985111663,0.08987619557698097,0.12486779803409434,0.18240888105541453
2023-01-06,0.903225806451613,0.8821018938383576,0.8935064935064934,0.8930817610062891,0.8725413060582219,0.8697589098532492,0.8839115718214514,1.0,0.9646401985111663,0.07416220871663802,0.10256971532870884,0.17105201347641535
2023-01-05,0.9010930418555052,0.9042411309682588,0.9192207792207796,0.8936058700209641,0.8974560713349069,0.8930817610062891,0.9064946054580072,1.0,0.9646401985111663,0.07883097664857079,0.11008112365365041,0.1567563403227049
2023-01-04,0.9269528125833113,0.9221125633502272,0.92987012987013,0.9313417190775679,0.8966692892735382,0.8936058700209641,0.9165432621112757,1.0,0.9646401985111663,0.057512939963569834,0.08220349226776824,0.09470507657993683
2023-01-03,0.9410823780325246,0.9309149106428385,0.9610389610389611,0.9302935010482178,0.9352216102806192,0.9313417190775679,0.9457372540723505,1.0,0.9646401985111663,0.054166451586140266,0.0791677999170255,0.11208799881245197
2023-01-02,0.943481738203146,0.9447852760736204,0.9672727272727273,0.9381551362683438,0.9333857854707581,0.9302935010482178,0.9518722233975034,1.0,0.9646401985111663,0.05257268105981218,0.07731531070428121,0.11700918282790514
2022-12-30,0.9450813116502266,0.9519871965857565,0.968051948051948,0.9281970649895173,0.9420403881458173,0.9381551362683438,0.9572138777237145,1.0,0.9646401985111663,0.1622019934763499,0.22585958983816498,0.178883817591119
2022-12-29,0.8637696614236203,0.9383835689517208,0.8942857142857141,0.8718553459119494,0.9409913453973249,0.9281970649895173,0.9187645441083139,1.0,0.9646401985111663,0.2848389949199063,0.38616936628413223,0.19737348949339428
2022-12-28,0.8685683817648626,0.879701253667645,0.9015584415584414,0.8763102725366871,0.8725413060582219,0.8718553459119494,0.8911571821451241,1.0,0.9646401985111663,0.07444976249998204,0.10336582872858904,0.15182200308537008
2022-12-27,0.8659024260197281,0.8588957055214728,0.8742857142857141,0.8511530398322851,0.877786519800682,0.8763102725366871,0.866141315845145,1.0,0.9646401985111663,0.1030403020792781,0.13951705967229,0.26883682300836736
2022-12-26,0.7251399626766197,0.8514270472125904,0.7568831168831172,0.7300838574423478,0.8520849724626283,0.8511530398322851,0.8208165855722447,1.0,0.9646401985111663,0.16477848923730115,0.21637808260116606,0.27594707895127485
2022-12-23,0.810450546520928,0.7927447319285146,0.761038961038961,0.8317610062893079,0.7261998426435881,0.7300838574423478,0.7674529299767294,1.0,0.9646401985111663,0.16210064354692666,0.20789675608384714,0.30769895657369845
2022-12-22,0.8477739269528124,0.8370232061883169,0.8444155844155841,0.8317610062893079,0.8253343823760821,0.8317610062893079,0.8358895705521472,1.0,0.9646401985111663,0.08747186820357451,0.1171439208671399,0.13767665246745048
2022-12-21,0.895227939216209,0.8911709789277142,0.8550649350649353,0.8896750524109014,0.8373983739837398,0.8317610062893079,0.8738100275015865,1.0,0.9646401985111663,0.09573900048730795,0.13042586901652548,0.15524747786970422
2022-12-20,0.8797653958944283,0.877033875700187,0.9067532467532464,0.8896750524109014,0.8950957251507998,0.8896750524109014,0.8896234398138354,1.0,0.9646401985111663,0.0530526766821329,0.0749365919073886,0.1231780438904224
2022-12-19,0.8850973073846973,0.8930381435049348,0.9246753246753245,0.8839098532494756,0.8961447678992922,0.8896750524109014,0.9061772794584302,1.0,0.9646401985111663,0.08022650054427287,0.1119200362252196,0.16215104032589928
2022-12-16,0.9277525993068516,0.9255801547079225,0.9199999999999999,0.9499475890985325,0.8901127720954629,0.8839098532494756,0.9170192511106414,1.0,0.9646401985111663,0.09951329334542326,0.1383365399862226,0.18363400972211003
2022-12-15,1.0,1.0,0.983376623376623,0.9999999999999996,0.9444007343299243,0.9499475890985325,0.9915379733446157,1.0,0.9646401985111663,0.12008478184111461,0.1715172759186289,0.16104429065613912
2022-12-14,0.9624100239936015,0.9850626833822358,1.0,0.9541404612159328,1.0,0.9999999999999996,1.0,0.9679083094555878,0.9646401985111663,0.17879811806228846,0.25262408214775844,0.2330506643316566
2022-12-13,0.9357504665422556,0.9351827153907712,0.9740259740259738,0.9347484276729556,0.9554156831890896,0.9541404612159328,0.9573196530569072,0.9214899713467055,0.9646401985111663,0.0652103362788579,0.09467338006607681,0.18700687161891738
2022-12-12,0.9426819514796052,0.942117898106162,0.9662337662337661,0.9528301886792452,0.932074482035143,0.9347484276729556,0.9482758620689657,0.9214899713467055,0.9646401985111663,0.09691614292284222,0.1369553526389604,0.1368085398232583
2022-12-09,0.9405491868834979,0.9383835689517208,0.9563636363636365,0.9274109014675047,0.956464725937582,0.9528301886792452,0.9488047387349274,0.9214899713467055,0.9646401985111663,0.13013479956478968,0.1818096491592794,0.20076326267547812
